opearator,operatorcode,flightNo,source,depttime,dest,arrivaltime,days,stop
Indigo, IND,6E  425,KOLKATA,1605,COCHIN,2015,1234567,1
Indigo, IND,6E+291,KOLKATA,1945,CHENNAI(MADRAS),2205,1234567,0
Indigo, IND,6E  534,KOLKATA,1820,CHENNAI(MADRAS),2045,1234567,0
Indigo, IND,6E+275,KOLKATA,1405,CHENNAI(MADRAS),1630,1234567,0
Indigo, IND,6E  904,KOLKATA,1245,CHENNAI(MADRAS),1505,1234567,0
Indigo, IND,6E  512,KOLKATA,1135,CHENNAI(MADRAS),1605,1234567,2
Indigo, IND,6E  526,KOLKATA,830,CHENNAI(MADRAS),1045,1234567,0
Indigo, IND,6E+271,KOLKATA,615,CHENNAI(MADRAS),835,1234567,0
Indigo, IND,6E+238,KOLKATA,530,CHENNAI(MADRAS),1220,1234567,2
Indigo, IND,6E  333,KOLKATA,2035,BHUBANESHWAR,2130,7,0
Indigo, IND,6E  333,KOLKATA,1925,BHUBANESHWAR,2025,2,0
Indigo, IND,6E  333,KOLKATA,1915,BHUBANESHWAR,2020,13456,0
Indigo, IND,6E  512,KOLKATA,1135,BHUBANESHWAR,1245,1234567,0
Indigo, IND,6E+293,KOLKATA,720,BHUBANESHWAR,820,1234567,0
Indigo, IND,6E  506,KOLKATA,2225,BANGALORE,105,1234567,0
Indigo, IND,6E  716,KOLKATA,2125,BANGALORE,2350,1234567,0
Indigo, IND,6E  333,KOLKATA,2035,BANGALORE,2355,7,1
Indigo, IND,6E  342,KOLKATA,2005,BANGALORE,2225,1234567,0
Indigo, IND,6E  333,KOLKATA,1925,BANGALORE,2255,2,1
Indigo, IND,6E  333,KOLKATA,1915,BANGALORE,2255,13456,1
Indigo, IND,6E  425,KOLKATA,1605,BANGALORE,1840,1234567,0
Indigo, IND,6E  347,KOLKATA,1450,BANGALORE,1720,1234567,0
Indigo, IND,6E  958,KOLKATA,1350,BANGALORE,1620,1234567,0
Indigo, IND,6E  345,KOLKATA,950,BANGALORE,1220,134567,0
Indigo, IND,6E+271,KOLKATA,615,BANGALORE,1000,1234567,1
Indigo, IND,6E  379,KOLKATA,610,BANGALORE,835,1234567,0
Indigo, IND,6E  433,KOLKATA,1340,BAGDOGRA,1445,1234567,0
Indigo, IND,6E  797,KOLKATA,1035,BAGDOGRA,1145,1234567,0
Indigo, IND,6E+144,KOLKATA,1850,AHMEDABAD,2125,1234567,0
Indigo, IND,6E  433,KOLKATA,1340,AHMEDABAD,2215,1234567,3
Indigo, IND,6E+202,KOLKATA,1255,AHMEDABAD,1530,1234567,0
Indigo, IND,6E+238,KOLKATA,530,AHMEDABAD,925,1234567,1
Indigo, IND,6E  374,KOLKATA,1550,AGARTALA,1650,1234567,0
Indigo, IND,6E+272,KOLKATA,1420,AGARTALA,1515,1234567,0
Indigo, IND,6E  358,KOLKATA,1115,AGARTALA,1215,146,0
Indigo, IND,6E  362,KOLKATA,1115,AGARTALA,1355,2357,1
Indigo, IND,6E  861,KOLKATA,850,AGARTALA,945,1234567,0
Indigo, IND,6E  884,KOLKATA,730,AGARTALA,830,1234567,0
Indigo, IND,6E  559,JAMMU,1410,SRINAGAR,1455,1234567,0
Indigo, IND,6E  554,JAMMU,930,SRINAGAR,1005,1234567,0
Indigo, IND,6E  559,JAMMU,1410,MUMBAI  (BOMBAY),1825,1234567,1
Indigo, IND,6E  535,JAMMU,1615,DELHI,1735,1234567,0
Indigo, IND,6E  653,JAMMU,1330,DELHI,1500,1234567,0
Indigo, IND,6E  554,JAMMU,930,DELHI,1220,1234567,1
Indigo, IND,6E+116,JAIPUR,2205,PUNE,2355,1234567,0
Indigo, IND,6E+254,JAIPUR,1735,MUMBAI  (BOMBAY),1930,1234567,0
Indigo, IND,6E+295,JAIPUR,1220,MUMBAI  (BOMBAY),1415,1234567,0
Indigo, IND,6E  695,JAIPUR,845,MUMBAI  (BOMBAY),1035,1234567,0
Indigo, IND,6E+218,JAIPUR,530,MUMBAI  (BOMBAY),710,1234567,0
Indigo, IND,6E  856,JAIPUR,1610,LUCKNOW,1910,1234567,1
Indigo, IND,6E  829,JAIPUR,2140,KOLKATA,2355,1234567,0
Indigo, IND,6E+237,JAIPUR,2030,KOLKATA,2245,1234567,0
Indigo, IND,6E  973,JAIPUR,1000,KOLKATA,1210,1234567,0
Indigo, IND,6E+207,JAIPUR,755,KOLKATA,1010,1234567,0
Indigo, IND,6E+165,JAIPUR,2135,HYDERABAD,2330,1234567,0
Indigo, IND,6E  871,JAIPUR,2050,HYDERABAD,2240,1234567,0
Indigo, IND,6E+254,JAIPUR,1735,HYDERABAD,2135,1234567,1
Indigo, IND,6E+151,JAIPUR,610,HYDERABAD,810,1234567,0
Indigo, IND,6E+207,JAIPUR,755,GUWAHATI,1155,1234567,1
Indigo, IND,6E  687,JAIPUR,2025,DELHI,2125,1234567,0
Indigo, IND,6E  856,JAIPUR,1610,DELHI,1715,1234567,0
Indigo, IND,6E  918,JAIPUR,1205,DELHI,1310,1234567,0
Indigo, IND,6E  606,JAIPUR,600,DELHI,650,1234567,0
Indigo, IND,6E  569,JAIPUR,1410,CHENNAI(MADRAS),1650,1234567,0
Indigo, IND,6E+238,JAIPUR,810,CHENNAI(MADRAS),1220,1234567,1
Indigo, IND,6E  606,JAIPUR,600,CHENNAI(MADRAS),1015,1234567,1
Indigo, IND,6E  918,JAIPUR,1205,BHUBANESHWAR,1510,1234567,1
Indigo, IND,6E  556,JAIPUR,2015,BANGALORE,2245,1234567,0
Indigo, IND,6E  642,JAIPUR,905,BANGALORE,1125,1234567,0
Indigo, IND,6E+151,JAIPUR,610,BANGALORE,945,1234567,1
Indigo, IND,6E+238,JAIPUR,810,AHMEDABAD,925,1234567,0
Indigo, IND,6E  509,INDORE,940,SRINAGAR,1325,1234567,1
Indigo, IND,6E+252,INDORE,1415,RAIPUR,1525,7,0
Indigo, IND,6E+252,INDORE,1410,RAIPUR,1525,123456,0
Indigo, IND,6E  436,INDORE,1845,NAGPUR,1945,1234567,0
Indigo, IND,6E  587,INDORE,1935,MUMBAI  (BOMBAY),2050,1234567,0
Indigo, IND,6E  446,INDORE,1650,MUMBAI  (BOMBAY),1810,1234567,0
Indigo, IND,6E+245,INDORE,1035,MUMBAI  (BOMBAY),1155,7,0
Indigo, IND,6E  655,INDORE,735,MUMBAI  (BOMBAY),850,1234567,0
Indigo, IND,6E  446,INDORE,1650,LUCKNOW,2120,1234567,1
Indigo, IND,6E  496,INDORE,1240,HYDERABAD,1355,1234567,0
Indigo, IND,6E  657,INDORE,2130,DELHI,2305,1234567,0
Indigo, IND,6E  509,INDORE,940,DELHI,1110,1234567,0
Indigo, IND,6E  436,INDORE,1845,BANGALORE,2145,1234567,1
Indigo, IND,6E+245,INDORE,1025,AHMEDABAD,1135,123456,0
Indigo, IND,6E  358,IMPHAL,1405,KOLKATA,1515,146,0
Indigo, IND,6E  362,IMPHAL,1305,KOLKATA,1515,2357,1
Indigo, IND,6E+202,IMPHAL,1100,KOLKATA,1215,1234567,0
Indigo, IND,6E+128,IMPHAL,1205,GUWAHATI,1250,1234567,0
Indigo, IND,6E+222,IMPHAL,945,GUWAHATI,1035,1234567,0
Indigo, IND,6E+128,IMPHAL,1205,DELHI,1600,1234567,1
Indigo, IND,6E+222,IMPHAL,945,DELHI,1335,1234567,1
Indigo, IND,6E+202,IMPHAL,1100,AHMEDABAD,1530,1234567,1
Indigo, IND,6E  362,IMPHAL,1305,AGARTALA,1355,2357,0
Indigo, IND,6E  611,HYDERABAD,1650,VIZAG,1800,1234567,0
Indigo, IND,6E+305,HYDERABAD,1510,VIZAG,1620,1234567,0
Indigo, IND,6E  366,HYDERABAD,1125,VIZAG,1235,1234567,0
Indigo, IND,6E  879,HYDERABAD,845,VIZAG,955,1234567,0
Indigo, IND,6E  308,HYDERABAD,605,VARANASI,1015,1234567,1
Indigo, IND,6E  706,HYDERABAD,1440,TRIVANDRUM,1740,1234567,1
Indigo, IND,6E  466,HYDERABAD,1715,RAIPUR,1825,1234567,0
Indigo, IND,6E  384,HYDERABAD,735,RAIPUR,850,1234567,0
Indigo, IND,6E  385,HYDERABAD,2005,PUNE,5,1234567,1
Indigo, IND,6E  496,HYDERABAD,1425,PUNE,1535,123457,0
Indigo, IND,6E+231,HYDERABAD,1910,MUMBAI  (BOMBAY),2040,1234567,0
Indigo, IND,6E  587,HYDERABAD,1740,MUMBAI  (BOMBAY),2050,1234567,1
Indigo, IND,6E  629,HYDERABAD,1640,MUMBAI  (BOMBAY),1820,1234567,0
Indigo, IND,6E  809,HYDERABAD,1445,MUMBAI  (BOMBAY),1610,1234567,0
Indigo, IND,6E+241,HYDERABAD,1220,MUMBAI  (BOMBAY),1340,1234567,0
Indigo, IND,6E  608,HYDERABAD,950,MUMBAI  (BOMBAY),1125,1234567,0
Indigo, IND,6E+247,HYDERABAD,715,MUMBAI  (BOMBAY),840,1234567,0
Indigo, IND,6E  319,HYDERABAD,545,MUMBAI  (BOMBAY),705,1234567,0
Indigo, IND,6E  428,HYDERABAD,445,MUMBAI  (BOMBAY),605,1234567,0
Indigo, IND,6E  732,HYDERABAD,650,LUCKNOW,845,1234567,0
Indigo, IND,6E  539,HYDERABAD,2120,KOLKATA,2325,1234567,0
Indigo, IND,6E  837,HYDERABAD,1805,KOLKATA,2020,1234567,0
Indigo, IND,6E  599,HYDERABAD,845,KOLKATA,1045,1234567,0
Indigo, IND,6E  353,HYDERABAD,615,KOLKATA,820,1234567,0
Indigo, IND,6E  319,HYDERABAD,545,KOLKATA,1020,1234567,1
Indigo, IND,6E  638,HYDERABAD,1905,JAIPUR,2055,1234567,0
Indigo, IND,6E  902,HYDERABAD,730,JAIPUR,930,1234567,0
Indigo, IND,6E+114,HYDERABAD,340,JAIPUR,540,1234567,0
Indigo, IND,6E  587,HYDERABAD,1740,INDORE,1905,1234567,0
Indigo, IND,6E  457,HYDERABAD,610,GUWAHATI,1045,1234567,1
Indigo, IND,6E  382,HYDERABAD,1250,GOA,1415,1234567,0
Indigo, IND,6E  766,HYDERABAD,2205,DELHI,15,1234567,0
Indigo, IND,6E  564,HYDERABAD,2110,DELHI,2330,1234567,0
Indigo, IND,6E  901,HYDERABAD,1940,DELHI,2300,1234567,0
Indigo, IND,6E  684,HYDERABAD,1825,DELHI,2040,1234567,0
Indigo, IND,6E+302,HYDERABAD,1740,DELHI,1955,1234567,0
Indigo, IND,6E  778,HYDERABAD,1445,DELHI,1645,1234567,0
Indigo, IND,6E  706,HYDERABAD,1440,DELHI,2235,1234567,3
Indigo, IND,6E  845,HYDERABAD,1210,DELHI,1425,1234567,0
Indigo, IND,6E  644,HYDERABAD,935,DELHI,1155,1234567,0
Indigo, IND,6E  846,HYDERABAD,745,DELHI,1005,1234567,0
Indigo, IND,6E  308,HYDERABAD,605,DELHI,815,1234567,0
Indigo, IND,6E  738,HYDERABAD,505,DELHI,725,1234567,0
Indigo, IND,6E  644,HYDERABAD,935,DEHRADUN,1355,1234567,1
Indigo, IND,6E  706,HYDERABAD,1440,COCHIN,1855,1234567,2
Indigo, IND,6E  683,HYDERABAD,1040,COCHIN,1210,1234567,0
Indigo, IND,6E  413,HYDERABAD,710,COCHIN,950,1234567,1
Indigo, IND,6E  383,HYDERABAD,2135,CHENNAI(MADRAS),2250,1234567,0
Indigo, IND,6E  385,HYDERABAD,2005,CHENNAI(MADRAS),2115,1234567,0
Indigo, IND,6E  381,HYDERABAD,1630,CHENNAI(MADRAS),1745,1234567,0
Indigo, IND,6E  706,HYDERABAD,1440,CHENNAI(MADRAS),1550,1234567,0
Indigo, IND,6E  311,HYDERABAD,1000,CHENNAI(MADRAS),1110,1234567,0
Indigo, IND,6E  365,HYDERABAD,830,CHENNAI(MADRAS),940,1234567,0
Indigo, IND,6E  872,HYDERABAD,500,CHENNAI(MADRAS),555,1234567,0
Indigo, IND,6E+247,HYDERABAD,715,CHANDIGARH,1140,1234567,1
Indigo, IND,6E+264,HYDERABAD,1720,BHUBANESHWAR,1855,1234567,0
Indigo, IND,6E+266,HYDERABAD,810,BHUBANESHWAR,945,1234567,0
Indigo, IND,6E  511,HYDERABAD,2220,BANGALORE,2325,1234567,0
Indigo, IND,6E+265,HYDERABAD,2125,BANGALORE,2235,1234567,0
Indigo, IND,6E  357,HYDERABAD,1900,BANGALORE,2020,1234567,0
Indigo, IND,6E+261,HYDERABAD,1355,BANGALORE,1505,2,0
Indigo, IND,6E+261,HYDERABAD,1350,BANGALORE,1455,134567,0
Indigo, IND,6E  791,HYDERABAD,1135,BANGALORE,1240,134567,0
Indigo, IND,6E  791,HYDERABAD,1055,BANGALORE,1155,2,0
Indigo, IND,6E+151,HYDERABAD,840,BANGALORE,945,1234567,0
Indigo, IND,6E  413,HYDERABAD,710,BANGALORE,815,1234567,0
Indigo, IND,6E  457,HYDERABAD,610,BANGALORE,715,1234567,0
Indigo, IND,6E  883,HYDERABAD,1950,AHMEDABAD,2130,1234567,0
Indigo, IND,6E  372,HYDERABAD,540,AHMEDABAD,715,1234567,0
Indigo, IND,6E  457,HYDERABAD,610,AGARTALA,1205,1234567,2
Indigo, IND,6E  433,GUWAHATI,1645,MUMBAI  (BOMBAY),2005,1234567,0
Indigo, IND,6E  588,GUWAHATI,1425,MUMBAI  (BOMBAY),2000,1234567,1
Indigo, IND,6E  618,GUWAHATI,835,MUMBAI  (BOMBAY),1155,1234567,0
Indigo, IND,6E  624,GUWAHATI,2000,KOLKATA,2110,1234567,0
Indigo, IND,6E+291,GUWAHATI,1755,KOLKATA,1915,1234567,0
Indigo, IND,6E  588,GUWAHATI,1425,KOLKATA,1545,1234567,0
Indigo, IND,6E+208,GUWAHATI,1225,KOLKATA,1340,1234567,0
Indigo, IND,6E  958,GUWAHATI,1055,KOLKATA,1320,1234567,1
Indigo, IND,6E+208,GUWAHATI,1225,JAIPUR,1650,1234567,1
Indigo, IND,6E  939,GUWAHATI,1040,IMPHAL,1135,1234567,0
Indigo, IND,6E+251,GUWAHATI,820,IMPHAL,915,1234567,0
Indigo, IND,6E  316,GUWAHATI,1655,HYDERABAD,2150,1234567,1
Indigo, IND,6E  618,GUWAHATI,835,GOA,1355,1234567,1
Indigo, IND,6E  558,GUWAHATI,2005,DELHI,2225,1234567,0
Indigo, IND,6E  571,GUWAHATI,1520,DELHI,1755,1234567,0
Indigo, IND,6E+128,GUWAHATI,1320,DELHI,1600,1234567,0
Indigo, IND,6E+222,GUWAHATI,1105,DELHI,1335,1234567,0
Indigo, IND,6E+136,GUWAHATI,1915,CHENNAI(MADRAS),2210,1234567,0
Indigo, IND,6E+291,GUWAHATI,1755,CHENNAI(MADRAS),2205,1234567,1
Indigo, IND,6E  316,GUWAHATI,1655,BANGALORE,2000,1234567,0
Indigo, IND,6E  958,GUWAHATI,1055,BANGALORE,1620,1234567,2
Indigo, IND,6E  389,GUWAHATI,915,BANGALORE,1215,1234567,0
Indigo, IND,6E  958,GUWAHATI,1055,BAGDOGRA,1150,1234567,0
Indigo, IND,6E  433,GUWAHATI,1645,AHMEDABAD,2215,1234567,1
Indigo, IND,6E  457,GUWAHATI,1115,AGARTALA,1205,1234567,0
Indigo, IND,6E  633,GOA,1455,PATNA,1925,1234567,1
Indigo, IND,6E+192,GOA,1725,MUMBAI  (BOMBAY),1845,1234567,0
Indigo, IND,6E  418,GOA,1705,MUMBAI  (BOMBAY),1830,1234567,0
Indigo, IND,6E  712,GOA,1450,MUMBAI  (BOMBAY),1615,134567,0
Indigo, IND,6E  813,GOA,1430,MUMBAI  (BOMBAY),1545,1234567,0
Indigo, IND,6E  438,GOA,1400,MUMBAI  (BOMBAY),1510,1234567,0
Indigo, IND,6E+172,GOA,1300,MUMBAI  (BOMBAY),1420,123457,0
Indigo, IND,6E  633,GOA,1455,LUCKNOW,2050,1234567,2
Indigo, IND,6E  349,GOA,1635,KOLKATA,2040,134567,1
Indigo, IND,6E  633,GOA,1455,KOLKATA,1745,1234567,0
Indigo, IND,6E  381,GOA,1450,HYDERABAD,1600,2,0
Indigo, IND,6E  381,GOA,1430,HYDERABAD,1545,134567,0
Indigo, IND,6E  813,GOA,1430,GUWAHATI,1925,1234567,1
Indigo, IND,6E  368,GOA,2140,DELHI,15,1234567,0
Indigo, IND,6E  336,GOA,1730,DELHI,2010,1234567,0
Indigo, IND,6E+192,GOA,1725,DELHI,2145,1234567,1
Indigo, IND,6E  338,GOA,1635,DELHI,1900,1234567,0
Indigo, IND,6E+162,GOA,1620,DELHI,2005,7,1
Indigo, IND,6E+162,GOA,1525,DELHI,1945,123456,1
Indigo, IND,6E+306,GOA,1520,DELHI,1800,1234567,0
Indigo, IND,6E  633,GOA,1455,DELHI,2225,1234567,3
Indigo, IND,6E  332,GOA,1355,DELHI,1620,1234567,0
Indigo, IND,6E+172,GOA,1300,DELHI,1740,123457,1
Indigo, IND,6E  349,GOA,1635,BANGALORE,1735,134567,0
Indigo, IND,6E  499,GOA,815,BANGALORE,925,1234567,0
Indigo, IND,6E+162,GOA,1620,AHMEDABAD,1755,7,0
Indigo, IND,6E+162,GOA,1525,AHMEDABAD,1700,123456,0
Indigo, IND,6E  686,DIMAPUR,1305,KOLKATA,1435,1234567,0
Indigo, IND,6E  686,DIMAPUR,1305,DELHI,1725,1234567,1
Indigo, IND,6E+206,DIBRUGARH,1440,KOLKATA,1615,1234567,0
Indigo, IND,6E  571,DIBRUGARH,1355,GUWAHATI,1450,1234567,0
Indigo, IND,6E+206,DIBRUGARH,1440,DELHI,1905,1234567,1
Indigo, IND,6E  571,DIBRUGARH,1355,DELHI,1755,1234567,1
Indigo, IND,6E+305,DELHI,1235,VIZAG,1620,1234567,1
Indigo, IND,6E+239,DELHI,530,VIZAG,740,1234567,0
Indigo, IND,6E  632,DELHI,1825,VARANASI,1945,1234567,0
Indigo, IND,6E+176,DELHI,1620,VARANASI,1740,1234567,0
Indigo, IND,6E  714,DELHI,1310,VARANASI,1430,1234567,0
Indigo, IND,6E  308,DELHI,855,VARANASI,1015,1234567,0
Indigo, IND,6E  775,DELHI,1810,VADODARA,1940,1234567,0
Indigo, IND,6E  798,DELHI,1110,VADODARA,1240,1234567,0
Indigo, IND,6E  702,DELHI,550,VADODARA,715,1234567,0
Indigo, IND,6E  751,DELHI,1320,UDAIPUR,1435,1234567,0
Indigo, IND,6E  746,DELHI,825,UDAIPUR,940,1234567,0
Indigo, IND,6E  359,DELHI,1555,TRIVANDRUM,1920,1234567,0
Indigo, IND,6E  933,DELHI,1130,TRIVANDRUM,1625,1234567,1
Indigo, IND,6E  315,DELHI,630,TRIVANDRUM,1050,1234567,1
Indigo, IND,6E  555,DELHI,1300,SRINAGAR,1420,1234567,0
Indigo, IND,6E  509,DELHI,1155,SRINAGAR,1325,1234567,0
Indigo, IND,6E  653,DELHI,1005,SRINAGAR,1135,1234567,0
Indigo, IND,6E  652,DELHI,845,SRINAGAR,1015,1234567,0
Indigo, IND,6E  554,DELHI,740,SRINAGAR,1005,1234567,1
Indigo, IND,6E  493,DELHI,1540,RANCHI,1725,1234567,0
Indigo, IND,6E  494,DELHI,645,RANCHI,930,1234567,1
Indigo, IND,6E  485,DELHI,1730,RAIPUR,1915,1234567,0
Indigo, IND,6E+201,DELHI,1250,RAIPUR,1425,1234567,0
Indigo, IND,6E  757,DELHI,730,RAIPUR,915,134567,0
Indigo, IND,6E  757,DELHI,655,RAIPUR,840,2,0
Indigo, IND,6E  671,DELHI,2105,PUNE,2300,1234567,0
Indigo, IND,6E+221,DELHI,1950,PUNE,2315,1234567,1
Indigo, IND,6E  763,DELHI,1750,PUNE,1955,1234567,0
Indigo, IND,6E+105,DELHI,1445,PUNE,1650,123457,0
Indigo, IND,6E+135,DELHI,1030,PUNE,1355,123457,1
Indigo, IND,6E  769,DELHI,815,PUNE,1035,123457,0
Indigo, IND,6E  769,DELHI,805,PUNE,1010,6,0
Indigo, IND,6E  643,DELHI,505,PUNE,700,1234567,0
Indigo, IND,6E  983,DELHI,450,PORT  BLAIR,1030,1234567,1
Indigo, IND,6E  897,DELHI,450,PORT  BLAIR,1015,1234567,1
Indigo, IND,6E  493,DELHI,1540,PATNA,1845,1234567,1
Indigo, IND,6E  581,DELHI,1410,PATNA,1545,1234567,0
Indigo, IND,6E+178,DELHI,1220,PATNA,1355,1234567,0
Indigo, IND,6E  634,DELHI,700,PATNA,930,1234567,1
Indigo, IND,6E  494,DELHI,645,PATNA,820,1234567,0
Indigo, IND,6E+221,DELHI,1950,NAGPUR,2130,1234567,0
Indigo, IND,6E  436,DELHI,1650,NAGPUR,1945,1234567,1
Indigo, IND,6E  929,DELHI,1610,NAGPUR,1750,1234567,0
Indigo, IND,6E+135,DELHI,1030,NAGPUR,1210,123457,0
Indigo, IND,6E  621,DELHI,535,NAGPUR,710,1234567,0
Indigo, IND,6E+155,DELHI,2230,MUMBAI  (BOMBAY),35,1234567,0
Indigo, IND,6E  665,DELHI,2130,MUMBAI  (BOMBAY),2335,1234567,0
Indigo, IND,6E+185,DELHI,2030,MUMBAI  (BOMBAY),2240,1234567,0
Indigo, IND,6E+197,DELHI,1930,MUMBAI  (BOMBAY),2135,1234567,0
Indigo, IND,6E  843,DELHI,1835,MUMBAI  (BOMBAY),2040,1234567,0
Indigo, IND,6E+129,DELHI,1740,MUMBAI  (BOMBAY),2000,1234567,0
Indigo, IND,6E+191,DELHI,1655,MUMBAI  (BOMBAY),1915,1234567,0
Indigo, IND,6E  755,DELHI,1600,MUMBAI  (BOMBAY),1810,1234567,0
Indigo, IND,6E+189,DELHI,1500,MUMBAI  (BOMBAY),1710,1234567,0
Indigo, IND,6E+175,DELHI,1310,MUMBAI  (BOMBAY),1505,1234567,0
Indigo, IND,6E  933,DELHI,1130,MUMBAI  (BOMBAY),1335,1234567,0
Indigo, IND,6E+223,DELHI,1040,MUMBAI  (BOMBAY),1245,1234567,0
Indigo, IND,6E+179,DELHI,935,MUMBAI  (BOMBAY),1150,6,0
Indigo, IND,6E+181,DELHI,930,MUMBAI  (BOMBAY),1135,1234567,0
Indigo, IND,6E+179,DELHI,830,MUMBAI  (BOMBAY),1035,123457,0
Indigo, IND,6E+167,DELHI,730,MUMBAI  (BOMBAY),940,1234567,0
Indigo, IND,6E  993,DELHI,630,MUMBAI  (BOMBAY),830,1234567,0
Indigo, IND,6E+171,DELHI,530,MUMBAI  (BOMBAY),740,1234567,0
Indigo, IND,6E  528,DELHI,2140,LUCKNOW,2245,1234567,0
Indigo, IND,6E  792,DELHI,1920,LUCKNOW,2030,1234567,0
Indigo, IND,6E  856,DELHI,1810,LUCKNOW,1910,1234567,0
Indigo, IND,6E  761,DELHI,1650,LUCKNOW,1800,1234567,0
Indigo, IND,6E  844,DELHI,1315,LUCKNOW,1430,1234567,0
Indigo, IND,6E  953,DELHI,1150,LUCKNOW,1255,1234567,0
Indigo, IND,6E+184,DELHI,905,LUCKNOW,1010,1234567,0
Indigo, IND,6E  634,DELHI,700,LUCKNOW,805,1234567,0
Indigo, IND,6E  444,DELHI,625,LUCKNOW,730,1234567,0
Indigo, IND,6E  825,DELHI,2330,KOLKATA,140,1234567,0
Indigo, IND,6E  783,DELHI,2230,KOLKATA,35,1234567,0
Indigo, IND,6E+299,DELHI,2125,KOLKATA,2335,1234567,0
Indigo, IND,6E+173,DELHI,2035,KOLKATA,2245,1234567,0
Indigo, IND,6E+307,DELHI,1730,KOLKATA,1940,1234567,0
Indigo, IND,6E+283,DELHI,1635,KOLKATA,1855,1234567,0
Indigo, IND,6E+203,DELHI,1505,KOLKATA,1730,1234567,0
Indigo, IND,6E  663,DELHI,1210,KOLKATA,1355,1234567,0
Indigo, IND,6E+135,DELHI,1030,KOLKATA,1840,123457,3
Indigo, IND,6E  591,DELHI,955,KOLKATA,1205,1234567,0
Indigo, IND,6E  605,DELHI,820,KOLKATA,1025,1234567,0
Indigo, IND,6E+219,DELHI,715,KOLKATA,920,134567,0
Indigo, IND,6E  634,DELHI,700,KOLKATA,1100,1234567,2
Indigo, IND,6E  861,DELHI,610,KOLKATA,820,1234567,0
Indigo, IND,6E  897,DELHI,450,KOLKATA,725,1234567,0
Indigo, IND,6E  536,DELHI,1420,JAMMU,1545,1234567,0
Indigo, IND,6E  653,DELHI,1005,JAMMU,1300,1234567,1
Indigo, IND,6E  554,DELHI,740,JAMMU,900,1234567,0
Indigo, IND,6E+244,DELHI,2010,JAIPUR,2110,1234567,0
Indigo, IND,6E  857,DELHI,1440,JAIPUR,1540,1234567,0
Indigo, IND,6E  917,DELHI,825,JAIPUR,940,1234567,0
Indigo, IND,6E  814,DELHI,725,JAIPUR,815,1234567,0
Indigo, IND,6E  436,DELHI,1650,INDORE,1815,1234567,0
Indigo, IND,6E  656,DELHI,535,INDORE,705,1234567,0
Indigo, IND,6E  939,DELHI,745,IMPHAL,1135,1234567,1
Indigo, IND,6E+251,DELHI,535,IMPHAL,915,1234567,1
Indigo, IND,6E  767,DELHI,2135,HYDERABAD,2350,1234567,0
Indigo, IND,6E  635,DELHI,2025,HYDERABAD,2235,1234567,0
Indigo, IND,6E  689,DELHI,1835,HYDERABAD,2050,1234567,0
Indigo, IND,6E  747,DELHI,1605,HYDERABAD,1820,1234567,0
Indigo, IND,6E  899,DELHI,1555,HYDERABAD,1910,1234567,0
Indigo, IND,6E  679,DELHI,1405,HYDERABAD,1610,1234567,0
Indigo, IND,6E+305,DELHI,1235,HYDERABAD,1440,1234567,0
Indigo, IND,6E  841,DELHI,850,HYDERABAD,1110,1234567,0
Indigo, IND,6E  683,DELHI,805,HYDERABAD,1010,1234567,0
Indigo, IND,6E+303,DELHI,700,HYDERABAD,905,1234567,0
Indigo, IND,6E  315,DELHI,630,HYDERABAD,1410,1234567,3
Indigo, IND,6E  765,DELHI,510,HYDERABAD,715,1234567,0
Indigo, IND,6E  577,DELHI,1705,GUWAHATI,1935,1234567,0
Indigo, IND,6E  571,DELHI,1050,GUWAHATI,1450,1234567,1
Indigo, IND,6E  939,DELHI,745,GUWAHATI,1010,1234567,0
Indigo, IND,6E+251,DELHI,535,GUWAHATI,750,1234567,0
Indigo, IND,6E  341,DELHI,1835,GOA,2110,1234567,0
Indigo, IND,6E  335,DELHI,1425,GOA,1655,1234567,0
Indigo, IND,6E  439,DELHI,1255,GOA,1520,1234567,0
Indigo, IND,6E+161,DELHI,1205,GOA,1550,7,1
Indigo, IND,6E  399,DELHI,1200,GOA,1445,1234567,0
Indigo, IND,6E+161,DELHI,1110,GOA,1455,123456,1
Indigo, IND,6E  329,DELHI,1050,GOA,1320,1234567,0
Indigo, IND,6E+181,DELHI,930,GOA,1325,1234567,1
Indigo, IND,6E+179,DELHI,830,GOA,1230,123457,1
Indigo, IND,6E  634,DELHI,700,GOA,1420,1234567,3
Indigo, IND,6E  605,DELHI,820,DIMAPUR,1235,1234567,1
Indigo, IND,6E  571,DELHI,1050,DIBRUGARH,1325,1234567,0
Indigo, IND,6E  591,DELHI,955,DIBRUGARH,1410,1234567,1
Indigo, IND,6E+246,DELHI,1625,DEHRADUN,1725,1234567,0
Indigo, IND,6E  644,DELHI,1300,DEHRADUN,1355,1234567,0
Indigo, IND,6E  964,DELHI,1120,DEHRADUN,1210,1234567,0
Indigo, IND,6E+286,DELHI,1350,COIMBATORE,1645,1234567,0
Indigo, IND,6E+285,DELHI,640,COIMBATORE,1100,1234567,1
Indigo, IND,6E  351,DELHI,640,COIMBATORE,925,1234567,0
Indigo, IND,6E+289,DELHI,1330,COCHIN,1640,1234567,0
Indigo, IND,6E+223,DELHI,1040,COCHIN,1530,1234567,1
Indigo, IND,6E  859,DELHI,825,COCHIN,1245,1234567,1
Indigo, IND,6E  683,DELHI,805,COCHIN,1210,1234567,1
Indigo, IND,6E  315,DELHI,630,COCHIN,930,1234567,0
